"uhgv_genome","uhgv_votu","genome_length","is_jumbo_phage","gc_percent","cds_count","cds_density","avg_cds_length","cds_strand_switch_rate","genetic_code","is_recoded","trna_count_total","trna_count_suppressor","checkv_quality","checkv_completeness","checkv_completeness_method","checkv_trimmed","viral_confidence","genomad_virus_score","genomad_virus_hallmarks","genomad_plasmid_hallmarks","viralverify_prediction","viralverify_score","checkv_viral_markers","checkv_host_markers","uhgv_taxonomy","ictv_taxonomy","ictv_taxonomy_method","ictv_taxonomy_evidence","realm_name","kingdom_name","phylum_name","class_name","order_name","family_name","subfamily_name","genus_name","taxon_alias","crispr_host_lineage_gtdb_r207","crispr_total_connections","crispr_host_agreement","kmers_host_lineage_gtdb_r207","kmers_total_connections","kmers_host_agreement","host_lineage_gtdb_r207","host_prediction_method","crispr_host_range_genus_entropy","kmers_host_range_genus_entropy","crispr_host_range_red","kmers_host_range_red","bacphlip_temperate_score","bacphlip_virulent_score","has_integrase","lifestyle","lifestyle_evidence","dgr_present","anticrispr_num_genes","abricate_num_genes","http_url","MappedOnlyUHGV"
"UHGV-0153272","vOTU-084830",43991,"No",51.08,48,90.09,825.688,10.64,11,"No",1,0,"High-quality","90.88","AAI-based","No","Confident",0.9738,13,0,"Virus","13.97",7,5,"vFAM-00066;vSUBFAM-00132;vGENUS-01098;vSUBGEN-18213;vOTU-084830","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=38; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","180","86.11","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","153","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","CRISPR","0.41455","1.01795","0.0","0.072438",0.1875,0.8125,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-015/UHGV-0153272",FALSE
"UHGV-0267357","vOTU-082287",39568,"No",56.9,56,89.89,635.143,16.36,11,"No",1,0,"High-quality","92.33","AAI-based","No","Confident",0.9796,6,0,"Virus","39.23",16,0,"vFAM-00024;vSUBFAM-03471;vGENUS-05098;vSUBGEN-18223;vOTU-082287","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=34; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium","237","100","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium","4","100","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium","CRISPR","0.0","0.0","0.0","0.027722",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-026/UHGV-0267357",FALSE
"UHGV-0184628","vOTU-046842",6506,"No",39.58,8,91.02,740.25,0,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9825,1,0,"Virus","11.86",3,0,"vFAM-00030;vSUBFAM-00119;vGENUS-00056;vSUBGEN-00035;vOTU-046842","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","geNomad-markers","gene-hits=7; agreement=1","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","6","83.33","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","CRISPR","0.450561","NULL","0.0","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-018/UHGV-0184628",TRUE
"UHGV-1973877","vOTU-127410",10769,"No",49.91,18,82.96,496.333,11.76,11,"No",0,0,"Low-quality","3.05","HMM-based","No","Uncertain",0.8258,0,0,"Uncertain - viral or bacterial","-0.71",1,0,"vFAM-00008;vOTU-127410","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=3; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","36","86.11","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","PHIST","NULL","1.83394","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-197/UHGV-1973877",TRUE
"UHGV-2049201","vOTU-074527",49554,"No",51.73,50,95.27,944.16,14.29,11,"No",0,0,"High-quality","99.9","AAI-based","No","Uncertain",0.9612,9,0,"Uncertain - viral or bacterial","6.87",5,3,"vFAM-00066;vSUBFAM-00132;vGENUS-12214;vSUBGEN-18286;vOTU-074527","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=32; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola","72","76.39","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","2426","74.15","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","0.632078","0.865402","NULL","NULL",0.275,0.725,"No","lytic","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-204/UHGV-2049201",TRUE
"UHGV-0035949","vOTU-144776",39936,"No",38.67,57,88.12,617.421,1.79,11,"No",0,0,"Medium-quality","87.59","AAI-based","No","Confident",0.9631,15,0,"Virus","57.6",21,1,"vFAM-00001;vSUBFAM-01195;vGENUS-02387;vOTU-144776","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=34; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","43","97.67","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","958","99.69","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","PHIST","0.110453","0.0246241","0.0","0.0",1,0,"No","temperate","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-003/UHGV-0035949",FALSE
"UHGV-0150085","vOTU-077606",60032,"No",44.16,87,90.45,624.103,3.41,11,"No",0,0,"High-quality","99.44","AAI-based","No","Confident",0.9778,8,0,"Virus","36.48",36,0,"vFAM-00017;vSUBFAM-00014;vGENUS-00242;vSUBGEN-02210;vOTU-077606","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG711463; proteomic-score=0.265; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae","2","100","d__Bacteria;p__Bacteroidota","11","54.55","d__Bacteria;p__Bacteroidota","PHIST","0.0","1.51571","0.0","0.313662",0.975,0.025,"No","temperate","geNomad","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-015/UHGV-0150085",FALSE
"UHGV-1927620","vOTU-168781",10152,"No",45.02,10,77.28,784.5,0,11,"No",0,0,"Low-quality","21","AAI-based","No","Uncertain",0.9017,0,0,"Uncertain - viral or bacterial","-1.12",1,1,"vFAM-00048;vOTU-168781","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=8; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","115","88.7","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","NULL","0.606618","NULL","NULL",0.143831,0.856169,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-192/UHGV-1927620",TRUE
"UHGV-0167066","vOTU-094732",11837,"No",51.19,20,85.79,507.75,5.26,11,"No",0,0,"Low-quality","25.73","AAI-based","No","Uncertain",0.9747,0,0,"Uncertain - viral or bacterial","-0.5",1,1,"vFAM-00001;vSUBFAM-00114;vGENUS-00207;vOTU-094732","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=10; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","13","84.62","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","53","77.36","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","PHIST","1.30611","1.78627","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-016/UHGV-0167066",TRUE
"UHGV-0469579","vOTU-015024",40982,"No",51.57,47,94.65,825.319,10.87,11,"No",0,0,"Medium-quality","84.67","AAI-based","No","Confident",0.9779,12,0,"Virus","27.59",6,3,"vFAM-00066;vSUBFAM-00132;vGENUS-02402;vOTU-015024","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=43; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","253","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1298","95.84","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.43699","0.977034","0.122135","0.063908",0.3,0.7,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-046/UHGV-0469579",FALSE
"UHGV-0213391","vOTU-004860",35183,"No",54.19,49,90.72,651.367,8.33,11,"No",1,0,"Complete","100","DTR","No","Confident",0.9611,5,0,"Virus","23.59",9,0,"vFAM-00082;vSUBFAM-00302;vGENUS-00195;vSUBGEN-18590;vOTU-004860","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=16; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","2603","82.9","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","53","96.23","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","CRISPR","0.00340539","0.186837","0.0","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-021/UHGV-0213391",FALSE
"UHGV-0201842","vOTU-023300",44560,"No",41.61,50,94.87,845.52,1.64,11,"No",0,0,"Medium-quality","67.77","AAI-based","Yes","Confident",0.9498,14,0,"Virus","51.13",25,5,"vFAM-00001;vSUBFAM-03757;vOTU-023300","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=AY954957; proteomic-score=0.085; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile","58","77.59","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile","PHIST","NULL","0.840917","NULL","0.0",0.975,0.025,"No","temperate","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0201842",FALSE
"UHGV-0119544","vOTU-121501",15563,"No",51.66,19,94.69,775.579,0,11,"No",0,0,"Low-quality","41.79","AAI-based","No","Confident",0.9789,8,0,"Virus","16.37",8,0,"vFAM-00001;vSUBFAM-00174;vGENUS-14525;vOTU-121501","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LN681535; proteomic-score=0.097; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP sp000509125","27","96.3","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens","28","78.57","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens","PHIST","0.158411","0.0","NULL","NULL",0.0458879,0.954112,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-011/UHGV-0119544",FALSE
"UHGV-0200025","vOTU-074835",34337,"No",53.84,46,89.82,670.435,8.89,11,"No",1,0,"High-quality","99.9","AAI-based","No","Confident",0.9601,4,0,"Virus","15.64",7,1,"vFAM-00082;vSUBFAM-00302;vGENUS-00195;vSUBGEN-19208;vOTU-074835","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=13; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","2782","84.36","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","57","96.49","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B","CRISPR","0.00321019","0.176326","0.0","0.0",1,0,"No","temperate","geNomad","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0200025",FALSE
"UHGV-2036136","vOTU-021776",43145,"No",32.98,61,91.1,644.311,3.08,11,"No",0,0,"Low-quality","24.92","AAI-based","No","Uncertain",0.9595,1,0,"Uncertain - plasmid or chromosomal","2.93",9,4,"vFAM-00020;vSUBFAM-01097;vGENUS-18244;vOTU-021776","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=21; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","18","83.33","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","PHIST","0.0","1.53414","NULL","NULL",0.2625,0.7375,"No","lytic","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-203/UHGV-2036136",FALSE
"UHGV-1947028","vOTU-151674",40053,"No",47.45,49,91.07,744.429,10.42,11,"No",0,0,"Medium-quality","82.1","AAI-based","No","Confident",0.9754,11,0,"Virus","42.99",9,4,"vFAM-00066;vSUBFAM-03655;vGENUS-05569;vOTU-151674","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=39; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","22","77.27","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","522","97.89","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.649688","1.53885","0.0","0.122135",0.4,0.6,"No","lytic","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-194/UHGV-1947028",FALSE
"UHGV-0459252","vOTU-001080",5182,"No",46.16,9,97.61,562,0,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9824,4,0,"Virus","22.68",7,0,"vFAM-00002;vSUBFAM-00002;vGENUS-01780;vSUBGEN-01043;vOTU-001080","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","top-genome-hit","accession=MT185428; proteomic-score=0.190; lca-rank=family","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645","2","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645","PHIST","NULL","0.0","NULL","0.0",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-045/UHGV-0459252",TRUE
"UHGV-2015368","vOTU-026937",11862,"No",42.73,7,83,1406.57,11.11,11,"No",0,0,"Low-quality","6.83","HMM-based","Yes","Uncertain",0.9192,1,0,"Uncertain - viral or bacterial","6.1",1,1,"vFAM-00009;vOTU-026937","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=4; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","1060","96.79","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","NULL","0.189571","NULL","NULL",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-201/UHGV-2015368",TRUE
"UHGV-1471278","vOTU-066352",40746,"No",45.27,58,91.44,642.362,12.28,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9785,10,0,"Virus","58.7",14,0,"vFAM-00003;vSUBFAM-00558;vGENUS-12730;vSUBGEN-19668;vOTU-066352","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=40; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","63","93.65","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475","12","83.33","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","CRISPR","0.824965","0.450561","0.0","0.0",1,0,"No","temperate","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-147/UHGV-1471278",FALSE
"UHGV-1528969","vOTU-036436",42550,"No",41.02,51,89.68,748.176,10,11,"No",0,0,"Medium-quality","87.91","AAI-based","No","Uncertain",0.9621,5,1,"Virus","13.55",6,0,"vFAM-00066;vSUBFAM-07136;vOTU-036436","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=28; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","63","98.41","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1130","81.5","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.23681","1.31643","NULL","NULL",0.05,0.95,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-152/UHGV-1528969",FALSE
"UHGV-0190786","vOTU-001160",39718,"No",48.65,62,83.43,534.435,6.56,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9711,13,0,"Virus","21.8",15,2,"vFAM-00005;vSUBFAM-03822;vGENUS-12761;vSUBGEN-19746;vOTU-001160","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=DQ840344; proteomic-score=0.083; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935","30","73.33","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935","35","91.43","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935","PHIST","0.0","0.386675","0.0","0.0",0.7875,0.2125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-019/UHGV-0190786",FALSE
"UHGV-0371855","vOTU-014954",40558,"No",44.32,71,89.67,512.239,7.14,11,"No",0,0,"Medium-quality","68.37","AAI-based","No","Uncertain",0.9658,7,0,"Virus","8.15",7,1,"vFAM-00009;vSUBFAM-00023;vOTU-014954","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=40; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","172","80.81","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1931","77.52","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.571183","1.39","NULL","NULL",0.138349,0.861651,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-037/UHGV-0371855",FALSE
"UHGV-0284692","vOTU-005845",36809,"No",43.6,60,91.22,559.6,10.17,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9745,11,0,"Virus","60.97",26,0,"vFAM-00060;vSUBFAM-00265;vGENUS-01393;vSUBGEN-03951;vOTU-005845","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=39; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum","40","97.5","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum","PHIST","NULL","0.116907","NULL","0.0",0.8375,0.1625,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-028/UHGV-0284692",FALSE
"UHGV-2148045","vOTU-021707",34074,"No",52.79,47,91.21,661.277,10.87,11,"No",0,0,"Medium-quality","63.73","AAI-based","No","Confident",0.9713,11,0,"Virus","45.2",21,0,"vFAM-00001;vOTU-021707","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=KT361651; proteomic-score=0.068; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter timonensis","6","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter timonensis","PHIST","NULL","0.0","NULL","0.0",0.1,0.9,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-214/UHGV-2148045",FALSE
"UHGV-0221300","vOTU-049179",49596,"No",43.24,81,91.19,558.37,16.25,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9698,9,0,"Virus","34.48",22,4,"vFAM-00008;vSUBFAM-05687;vGENUS-12839;vSUBGEN-19988;vOTU-049179","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=39; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci","153","94.77","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci","21","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci","CRISPR","0.224897","0.0","0.0","0.0",0.975,0.025,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-022/UHGV-0221300",FALSE
